Date,Open,High,Low,Close,Adj Close,Volume
13/08/2014,194.289993,195.059998,193.960007,194.839996,168.065247,69047000
14/08/2014,195.160004,195.759995,194.979996,195.759995,168.85878,57371000
15/08/2014,196.470001,196.649994,194.309998,195.720001,168.824295,139951000
18/08/2014,196.800003,197.449997,196.690002,197.360001,170.238937,75424000
19/08/2014,197.839996,198.539993,197.440002,198.389999,171.12738,59135000
20/08/2014,198.119995,199.160004,198.080002,198.919998,171.584595,72763000
21/08/2014,199.089996,199.759995,198.929993,199.5,172.084869,67791000
22/08/2014,199.339996,199.690002,198.740005,199.190002,171.817474,76107000
25/08/2014,200.139999,200.589996,199.149994,200.199997,172.68866,63855000
26/08/2014,200.330002,200.820007,200.279999,200.330002,172.800842,47298000
27/08/2014,200.429993,200.570007,199.940002,200.25,172.731812,47874000
28/08/2014,199.589996,200.270004,199.389999,200.139999,172.636932,58330000
29/08/2014,200.449997,200.729996,199.820007,200.710007,173.128601,65907000
02/09/2014,200.970001,201,199.860001,200.610001,173.042328,72426000
03/09/2014,201.380005,201.410004,200.220001,200.5,172.947464,57462000
04/09/2014,200.839996,201.580002,199.660004,200.210007,172.697342,85236000
05/09/2014,200.169998,201.190002,199.410004,201.110001,173.473633,102177000
08/09/2014,200.919998,201.210007,200,200.589996,173.025055,64146000
09/09/2014,200.410004,200.550003,198.910004,199.320007,171.929642,88591000
10/09/2014,199.429993,200.199997,198.770004,200.070007,172.576538,67251000
11/09/2014,199.270004,200.330002,199.119995,200.300003,172.774918,66774400
12/09/2014,200.100006,200.119995,198.559998,199.130005,171.765717,117409300
15/09/2014,199.160004,199.320007,198.380005,198.979996,171.636368,76401000
16/09/2014,198.610001,200.839996,198.5,200.479996,172.930237,116201000
17/09/2014,200.770004,201.679993,199.75,200.75,173.163071,151266000
18/09/2014,201.360001,201.850006,201.100006,201.820007,174.086044,94990000
19/09/2014,201.520004,201.899994,200.289993,200.699997,173.929169,121649000
22/09/2014,200.350006,200.380005,198.729996,199.149994,172.585953,125553000
23/09/2014,198.429993,199.259995,197.949997,198.009995,171.598022,111393000
24/09/2014,198.039993,199.690002,197.520004,199.559998,172.941238,107276000
25/09/2014,199.039993,199.050003,196.270004,196.339996,170.150787,150300000
26/09/2014,196.699997,198.389999,196.419998,197.899994,171.502701,103547000
29/09/2014,196.199997,197.889999,196.050003,197.539993,171.190689,95112000
30/09/2014,197.690002,198.300003,196.610001,197.020004,170.740067,131302000
01/10/2014,196.699997,196.770004,193.910004,194.350006,168.426239,177798000
02/10/2014,194.179993,195.059998,192.350006,194.380005,168.452194,157285000
03/10/2014,195.679993,196.940002,195.080002,196.520004,170.306763,121569000
06/10/2014,197.339996,197.600006,195.580002,196.289993,170.107452,104778000
07/10/2014,195.279999,195.720001,193.220001,193.259995,167.481583,147913000
08/10/2014,193.369995,196.919998,192.360001,196.639999,170.410706,186461000
09/10/2014,196.330002,196.600006,192.580002,192.740005,167.030975,210705000
10/10/2014,192.690002,193.649994,190.490005,190.539993,165.124405,221909000
13/10/2014,190.460007,191.149994,187.300003,187.410004,162.411911,230939000
14/10/2014,188.419998,189.820007,187.039993,187.699997,162.663239,215847000
15/10/2014,185.160004,187.690002,181.919998,186.429993,161.562622,380715000
16/10/2014,183.059998,187.580002,182.889999,186.270004,161.423965,270391000
17/10/2014,188.419998,189.75,187.619995,188.470001,163.330566,214625000
20/10/2014,188.130005,190.449997,188.070007,190.300003,164.916443,130011000
21/10/2014,191.679993,194.199997,191.479996,194.070007,168.183578,154949000
22/10/2014,194.410004,194.910004,192.610001,192.690002,166.98764,151822000
23/10/2014,194.619995,196.199997,194.259995,194.929993,168.928848,154944000
24/10/2014,195.25,196.490005,194.490005,196.429993,170.228745,117927000
27/10/2014,195.729996,196.449997,195.029999,196.160004,169.994827,82954000
28/10/2014,196.820007,198.419998,196.729996,198.410004,171.944672,106736000
29/10/2014,198.550003,199.119995,196.800003,198.110001,171.684662,142557000
30/10/2014,197.580002,199.949997,197.399994,199.380005,172.785278,113330000
31/10/2014,201.779999,201.820007,200.770004,201.660004,174.761154,146903000
03/11/2014,201.919998,202.449997,201.309998,201.770004,174.856491,93600000
04/11/2014,201.229996,201.600006,200.059998,201.070007,174.249847,93343000
05/11/2014,202.539993,202.589996,201.449997,202.339996,175.350418,91709000
06/11/2014,202.389999,203.259995,201.639999,203.149994,176.052383,107089000
07/11/2014,203.169998,203.600006,202.610001,203.339996,176.217087,89540000
10/11/2014,203.380005,204.039993,203.130005,203.979996,176.771698,66319000
11/11/2014,204.059998,204.309998,203.649994,204.179993,176.944977,54499400
12/11/2014,203.350006,204.240005,203.309998,203.960007,176.75441,90120300
13/11/2014,204.160004,204.830002,203.210007,204.190002,176.95369,85357900
14/11/2014,204.100006,204.490005,203.720001,204.240005,176.997009,80417500
17/11/2014,203.850006,204.580002,203.649994,204.369995,177.109665,80441000
18/11/2014,204.440002,205.919998,204.440002,205.550003,178.132294,76068100
19/11/2014,205.309998,205.550003,204.300003,205.220001,177.846283,82373000
20/11/2014,204.259995,205.710007,204.179993,205.580002,178.158279,72840300
21/11/2014,207.639999,207.839996,205.979996,206.679993,179.111496,142327300
24/11/2014,207.169998,207.389999,206.910004,207.259995,179.614197,65880800
25/11/2014,207.539993,207.789993,206.800003,207.110001,179.484177,79108300
26/11/2014,207.289993,207.759995,207.029999,207.639999,179.943481,62167800
28/11/2014,207.490005,207.869995,206.910004,207.199997,179.56218,57890100
01/12/2014,206.399994,206.539993,205.380005,205.759995,178.314224,103968400
02/12/2014,205.809998,207.339996,205.779999,207.089996,179.466858,74507200
03/12/2014,207.300003,208.149994,207.100006,207.889999,180.160172,68952000
04/12/2014,207.539993,208.270004,206.699997,207.660004,179.960831,91316600
05/12/2014,207.869995,208.470001,207.550003,208,180.255447,91025500
08/12/2014,207.520004,208.119995,205.929993,206.610001,179.050919,108588200
09/12/2014,204.369995,206.600006,203.910004,206.470001,178.929565,125180100
10/12/2014,205.910004,205.979996,202.929993,203.160004,176.061081,159856400
11/12/2014,203.880005,206.190002,203.710007,204.190002,176.95369,159012800
12/12/2014,202.639999,203.820007,200.850006,200.889999,174.093887,202330200
15/12/2014,201.979996,202.529999,198.779999,199.509995,172.897934,189965800
16/12/2014,198.580002,202.399994,197.860001,197.910004,171.511383,259543800
17/12/2014,198.440002,202.339996,198.289993,201.789993,174.873825,253910100
18/12/2014,204.740005,212.970001,203.919998,206.779999,179.198212,257633900
19/12/2014,206.429993,207.330002,205.610001,206.520004,179.960724,245084600
22/12/2014,206.75,207.470001,206.460007,207.470001,180.788498,148318900
23/12/2014,208.169998,208.229996,207.399994,207.75,181.032501,122167900
24/12/2014,208.020004,208.339996,207.720001,207.770004,181.049957,42963400
26/12/2014,208.309998,208.850006,208.25,208.440002,181.633759,57326700
29/12/2014,208.220001,208.970001,208.139999,208.720001,181.877777,79643900
30/12/2014,208.210007,208.369995,207.509995,207.600006,180.901794,73540800
31/12/2014,207.990005,208.190002,205.389999,205.539993,179.106674,130333800
02/01/2015,206.380005,206.880005,204.179993,205.429993,179.010864,121465900
05/01/2015,204.169998,204.369995,201.350006,201.720001,175.777969,169632600
06/01/2015,202.089996,202.720001,198.860001,199.820007,174.122299,209151400
07/01/2015,201.419998,202.720001,200.880005,202.309998,176.292114,125346700
08/01/2015,204.009995,206.160004,203.990005,205.899994,179.42041,147217800
09/01/2015,206.399994,206.419998,203.509995,204.25,177.982574,158567300
12/01/2015,204.410004,204.600006,201.919998,202.649994,176.588379,144396100
13/01/2015,204.119995,205.479996,200.509995,202.080002,176.091705,214553300
14/01/2015,199.649994,201.100006,198.570007,200.860001,175.02861,192991100
15/01/2015,201.630005,202.009995,198.880005,199.020004,173.425217,176613900
16/01/2015,198.770004,201.820007,198.550003,201.630005,175.699585,211879600
20/01/2015,202.399994,202.720001,200.169998,202.059998,176.07428,130991100
21/01/2015,201.5,203.660004,200.940002,203.080002,176.963074,122942700
22/01/2015,203.990005,206.259995,202.330002,206.100006,179.594727,174356000
23/01/2015,205.789993,206.100006,204.809998,204.970001,178.610016,117516800
26/01/2015,204.710007,205.559998,203.850006,205.449997,179.028275,92009700
27/01/2015,202.970001,204.119995,201.740005,202.740005,176.666855,134044600
28/01/2015,204.169998,204.289993,199.910004,200.139999,174.401169,168514300
29/01/2015,200.380005,202.300003,198.679993,201.990005,176.01326,173585400
30/01/2015,200.570007,202.169998,199.130005,199.449997,173.799896,197729700
02/02/2015,200.050003,202.029999,197.860001,201.919998,175.952255,163107000
03/02/2015,203,204.850006,202.550003,204.839996,178.496704,124212900
04/02/2015,203.919998,205.380005,203.509995,204.059998,177.817032,134306700
05/02/2015,204.860001,206.300003,204.770004,206.119995,179.612137,97953200
06/02/2015,206.559998,207.240005,204.919998,205.550003,179.115448,125672000
09/02/2015,204.770004,205.639999,204.139999,204.630005,178.313766,87219000
10/02/2015,205.880005,207.119995,204.679993,206.809998,180.213379,96164200
11/02/2015,206.610001,207.449997,205.830002,206.929993,180.317917,91087800
12/02/2015,207.889999,208.990005,206.970001,208.919998,182.052048,97545900
13/02/2015,209.070007,209.839996,208.759995,209.779999,182.801468,93670400
17/02/2015,209.399994,210.320007,209.100006,210.110001,183.088974,76968200
18/02/2015,209.660004,210.220001,209.339996,210.130005,183.106445,80652900
19/02/2015,209.410004,210.419998,209.240005,209.979996,182.975693,91462500
20/02/2015,209.479996,211.330002,208.729996,211.240005,184.073685,140896400
23/02/2015,210.940002,211.210007,210.479996,211.210007,184.047531,74411100
24/02/2015,211.119995,212.050003,210.759995,211.809998,184.570358,72472300
25/02/2015,211.660004,212.240005,211.220001,211.630005,184.413498,73061700
26/02/2015,211.520004,211.710007,210.649994,211.380005,184.195694,72697900
27/02/2015,211.259995,211.580002,210.600006,210.660004,183.568253,108076000
02/03/2015,210.779999,212.059998,210.720001,211.990005,184.727203,87491400
03/03/2015,211.470001,212.050003,210.080002,211.119995,183.969101,110325800
04/03/2015,210.399994,210.490005,209.059998,210.229996,183.193588,114497200
05/03/2015,210.619995,210.800003,209.850006,210.460007,183.393997,76873000
06/03/2015,209.419998,209.940002,207.100006,207.5,180.814697,188128000
09/03/2015,207.740005,208.789993,207.550003,208.360001,181.564026,89818900
10/03/2015,206.710007,206.809998,204.929993,204.979996,178.618729,157121300
11/03/2015,205.289993,205.5,204.399994,204.5,178.20047,110145700
12/03/2015,205.259995,207.179993,205.199997,207.100006,180.46611,93993500
13/03/2015,206.770004,207.929993,204.580002,205.830002,179.359406,162410900
16/03/2015,206.710007,208.690002,205.860001,208.580002,181.755768,136099200
17/03/2015,207.690002,208.419998,206.979996,207.960007,181.21553,94510400
18/03/2015,207.389999,211.270004,206.619995,210.460007,183.393997,228808500
19/03/2015,209.960007,210.470001,209.029999,209.5,182.557434,117917300
20/03/2015,209.710007,211.020004,209.490005,210.410004,184.168869,177715100
23/03/2015,210.419998,211.110001,210,210,183.809967,71784500
24/03/2015,209.850006,210.399994,208.740005,208.820007,182.777145,77805300
25/03/2015,209.070007,209.350006,205.710007,205.759995,180.09877,159521700
26/03/2015,204.960007,206.369995,204.119995,205.270004,179.669846,153067200
27/03/2015,205.130005,205.949997,204.899994,205.740005,180.081268,118939000
30/03/2015,206.979996,208.610001,206.960007,208.25,182.278214,96180400
31/03/2015,207.259995,208.100006,206.360001,206.429993,180.685211,126768700
01/04/2015,206.389999,206.419998,204.509995,205.699997,180.046265,137303600
02/04/2015,205.619995,206.979996,205.399994,206.440002,180.694,86900900
06/04/2015,205.369995,208.449997,205.210007,207.830002,181.910568,114368200
07/04/2015,207.860001,208.759995,207.240005,207.279999,181.42923,81236300
08/04/2015,207.550003,208.509995,207.080002,207.979996,182.041916,89351900
09/04/2015,207.779999,209.179993,207.190002,208.899994,182.847168,85548900
10/04/2015,209.199997,210.089996,208.960007,210.039993,183.845032,72722900
13/04/2015,209.869995,210.630005,209.029999,209.089996,183.013474,74436600
14/04/2015,208.850006,209.710007,208.100006,209.490005,183.363571,75099900
15/04/2015,210.050003,211.039993,209.949997,210.429993,184.186356,99529300
16/04/2015,210.029999,210.979996,209.789993,210.369995,184.133865,68934900
17/04/2015,208.940002,209.229996,207.009995,207.949997,182.015656,191113200
20/04/2015,209.059998,210.25,208.960007,209.850006,183.678726,92189500
21/04/2015,210.669998,210.860001,209.240005,209.600006,183.459915,72559800
22/04/2015,210.009995,210.850006,208.899994,210.630005,184.361359,78264600
23/04/2015,210.149994,211.940002,210.009995,211.160004,184.825348,102585900
24/04/2015,211.660004,211.970001,211.110001,211.649994,185.254196,61327400
27/04/2015,212.330002,212.479996,210.539993,210.770004,184.483963,79358100
28/04/2015,210.740005,211.5,209.330002,211.440002,185.070358,86863500
29/04/2015,210.369995,211.289993,209.600006,210.570007,184.308914,125684900
30/04/2015,209.880005,210.350006,207.619995,208.460007,182.462036,161304900
01/05/2015,209.399994,210.770004,209.279999,210.720001,184.44014,103399700
04/05/2015,211.229996,212.020004,211.100006,211.320007,184.965424,70927200
05/05/2015,211.029999,211.460007,208.729996,208.899994,182.847168,113326200
06/05/2015,209.559998,209.929993,206.759995,208.039993,182.094406,135060200
07/05/2015,207.919998,209.380005,207.520004,208.869995,182.820908,88244900
08/05/2015,210.880005,211.860001,210.779999,211.619995,185.227936,155877300
11/05/2015,211.570007,211.889999,210.520004,210.610001,184.343872,75708100
12/05/2015,209.610001,210.630005,208.619995,209.979996,183.79245,119727600
13/05/2015,210.470001,211.220001,209.740005,210.020004,183.827469,94667900
14/05/2015,211.240005,212.320007,210.910004,212.210007,185.744354,95934000
15/05/2015,212.440002,212.610001,211.860001,212.440002,185.945663,76510100
18/05/2015,212.240005,213.399994,212.160004,213.100006,186.523376,74549700
19/05/2015,213.240005,213.570007,212.690002,213.029999,186.462082,72114600
20/05/2015,213.149994,213.779999,212.5,212.880005,186.330795,76857500
21/05/2015,212.710007,213.75,212.509995,213.5,186.873489,64764600
22/05/2015,213.039993,213.539993,212.910004,212.990005,186.427094,57433500
26/05/2015,212.399994,212.910004,210.199997,210.699997,184.422699,124308600
27/05/2015,211.25,212.979996,210.759995,212.699997,186.173248,93214000
28/05/2015,212.330002,212.589996,211.630005,212.460007,185.963196,74974600
29/05/2015,212.380005,212.429993,210.820007,211.139999,184.807831,124919600
01/06/2015,211.940002,212.339996,210.619995,211.570007,185.184204,93338800
02/06/2015,211.020004,212.190002,210.270004,211.360001,185.000366,91531000
03/06/2015,212,212.669998,211.330002,211.919998,185.49057,87820900
04/06/2015,211.070007,211.860001,209.75,210.130005,183.923798,151882800
05/06/2015,209.949997,210.580002,208.979996,209.770004,183.608719,121704700
08/06/2015,209.639999,209.820007,208.389999,208.479996,182.479538,89063300
09/06/2015,208.449997,209.100006,207.690002,208.449997,182.453293,105034700
10/06/2015,209.369995,211.410004,209.300003,210.949997,184.641525,134551300
11/06/2015,211.479996,212.089996,211.199997,211.630005,185.236679,73876400
12/06/2015,210.639999,211.479996,209.679993,210.009995,183.81871,135382400
15/06/2015,208.639999,209.449997,207.789993,209.110001,183.030945,124384200
16/06/2015,208.929993,210.350006,208.720001,210.25,184.028809,85308200
17/06/2015,210.589996,211.320007,209.360001,210.589996,184.326401,126708600
18/06/2015,211.309998,213.339996,210.630005,212.779999,186.243271,165867900
19/06/2015,211.460007,211.550003,210.360001,210.809998,185.416473,130478700
22/06/2015,211.910004,212.589996,211.639999,211.889999,186.36644,70696000
23/06/2015,212.139999,212.440002,211.570007,212.039993,186.498306,68476800
24/06/2015,211.720001,212.169998,210.470001,210.5,185.143845,92307300
25/06/2015,211.100006,211.25,209.770004,209.860001,184.580917,97107400
26/06/2015,210.289993,210.580002,209.160004,209.820007,184.545731,104174800
29/06/2015,208.050003,209.830002,205.330002,205.419998,180.675766,202621300
30/06/2015,207.259995,207.320007,205.279999,205.850006,181.053955,182925100
01/07/2015,207.729996,208.029999,206.559998,207.5,182.505234,135979900
02/07/2015,208.070007,208.270004,206.809998,207.309998,182.338074,104373700
06/07/2015,205.770004,207.649994,205.529999,206.720001,181.819138,117975400
07/07/2015,206.960007,208.169998,204.110001,208.020004,182.96257,173820200
08/07/2015,206.419998,206.759995,204.25,204.529999,179.89296,164020100
09/07/2015,207.039993,207.350006,204.770004,204.899994,180.218399,144113100
10/07/2015,207.289993,207.979996,204.949997,207.479996,182.487656,129456900
13/07/2015,208.990005,209.899994,208.940002,209.770004,184.501816,106069400
14/07/2015,209.720001,211.050003,209.649994,210.679993,185.302124,81709600
15/07/2015,210.729996,211.279999,210.039993,210.610001,185.240585,97914100
16/07/2015,211.869995,212.300003,211.580002,212.300003,186.727005,106683300
17/07/2015,212.289993,212.550003,211.800003,212.479996,186.88533,89030000
